City,State,Latitude,Longitude,AverageSalary,Federal Tax,State Tax,FICA,Car Payment,Car Insurance,Healthcare,Distance (miles),Commute Miles,Gas Cost,Net Pay
Parkdale,MI,44.272,-86.2805,41902,0,0,0,0,0,0,0,0,0,0
Chums Corner,MI,44.6767,-85.6564,112590,0,0,0,0,0,0,0,0,0,0
Justice Addition,WV,37.8916,-81.9928,108309,0,0,0,0,0,0,0,0,0,0
Bellevue,TX,33.6335,-98.0164,86257,0,0,0,0,0,0,0,0,0,0
Pineland,FL,26.6642,-82.1477,115692,0,0,0,0,0,0,0,0,0,0
Plaza,ND,48.026,-101.9594,69665,0,0,0,0,0,0,0,0,0,0
Buffalo Gap,SD,43.4921,-103.3154,91488,0,0,0,0,0,0,0,0,0,0
Amberley,OH,39.2035,-84.4283,73172,0,0,0,0,0,0,0,0,0,0
Clinton,OK,35.5069,-98.9706,97535,0,0,0,0,0,0,0,0,0,0
Maryland Park,MD,38.8889,-76.9077,83585,0,0,0,0,0,0,0,0,0,0
Level Park-Oak Park,MI,42.3642,-85.2664,112918,0,0,0,0,0,0,0,0,0,0
Browning,MT,48.5564,-113.0151,52674,0,0,0,0,0,0,0,0,0,0
Lyons,OH,41.7004,-84.0718,65357,0,0,0,0,0,0,0,0,0,0
Dana,IL,40.9565,-88.95,84884,0,0,0,0,0,0,0,0,0,0
Wolcott,CO,39.7035,-106.6799,81560,0,0,0,0,0,0,0,0,0,0
Gonzales,TX,29.5126,-97.4472,61164,0,0,0,0,0,0,0,0,0,0
Darfur,MN,44.0535,-94.8378,97631,0,0,0,0,0,0,0,0,0,0
Platteville,CO,40.222,-104.834,97395,0,0,0,0,0,0,0,0,0,0
Okay,OK,35.8545,-95.3141,71230,0,0,0,0,0,0,0,0,0,0
Beaverdam,OH,40.8328,-83.9739,95951,0,0,0,0,0,0,0,0,0,0
Littleton,WV,39.7024,-80.5147,46240,0,0,0,0,0,0,0,0,0,0
Coalport,PA,40.7476,-78.532,51862,0,0,0,0,0,0,0,0,0,0
Prairieville,LA,30.3151,-90.9571,104754,0,0,0,0,0,0,0,0,0,0
Franklin,MI,42.5187,-83.303,89907,0,0,0,0,0,0,0,0,0,0
Niagara University,NY,43.1372,-79.0352,70008,0,0,0,0,0,0,0,0,0,0
Ipava,IL,40.3526,-90.3235,112242,0,0,0,0,0,0,0,0,0,0
English Creek,NJ,39.3795,-74.6481,105587,0,0,0,0,0,0,0,0,0,0
Paradise,NV,36.0872,-115.1355,117505,0,0,0,0,0,0,0,0,0,0
Sapphire Ridge,MT,46.8866,-110.2522,79983,0,0,0,0,0,0,0,0,0,0
Lakewood,SC,33.8428,-80.3492,89932,0,0,0,0,0,0,0,0,0,0
Comstock,MN,46.6596,-96.7466,90426,0,0,0,0,0,0,0,0,0,0
Stewartville,AL,33.0725,-86.2658,94592,0,0,0,0,0,0,0,0,0,0
Odell,NE,40.0503,-96.8016,102848,0,0,0,0,0,0,0,0,0,0
Sutton,WV,38.6663,-80.7116,77855,0,0,0,0,0,0,0,0,0,0
Sugar Notch,PA,41.1939,-75.9312,73193,0,0,0,0,0,0,0,0,0,0
Port Penn,DE,39.5169,-75.5811,78585,0,0,0,0,0,0,0,0,0,0
Union Hill,IL,41.1086,-88.1463,100108,0,0,0,0,0,0,0,0,0,0
Rodriguez Camp,CA,35.809,-119.1388,119098,0,0,0,0,0,0,0,0,0,0
Elliston,MT,46.5587,-112.4639,43475,0,0,0,0,0,0,0,0,0,0
Grubbs,AR,35.654,-91.0755,118539,0,0,0,0,0,0,0,0,0,0
Chestnut,IL,40.0537,-89.1871,43756,0,0,0,0,0,0,0,0,0,0
Wayne,OH,41.301,-83.4717,72977,0,0,0,0,0,0,0,0,0,0
Villa del Sol,TX,26.1915,-97.5782,50541,0,0,0,0,0,0,0,0,0,0
New Brighton,MN,45.0658,-93.206,105450,0,0,0,0,0,0,0,0,0,0
West Scio,OR,44.7098,-122.8812,85652,0,0,0,0,0,0,0,0,0,0
Mayfield,PA,41.5394,-75.5315,84989,0,0,0,0,0,0,0,0,0,0
Butte,ND,47.837,-100.6658,97260,0,0,0,0,0,0,0,0,0,0
Woodway,TX,31.4988,-97.2314,69877,0,0,0,0,0,0,0,0,0,0
Saco,ME,43.539,-70.4624,118040,0,0,0,0,0,0,0,0,0,0
Cross Plains,TX,32.1271,-99.1658,104435,0,0,0,0,0,0,0,0,0,0
Hudson,WY,42.9028,-108.5819,88500,0,0,0,0,0,0,0,0,0,0
Altona,IN,41.3521,-85.1525,41943,0,0,0,0,0,0,0,0,0,0
La Prairie,IL,40.1473,-91.0024,92647,0,0,0,0,0,0,0,0,0,0
Live Oak,SC,34.056,-78.9397,112282,0,0,0,0,0,0,0,0,0,0
De Soto,WI,43.4283,-91.1963,97544,0,0,0,0,0,0,0,0,0,0
Brightwaters,NY,40.7193,-73.2642,45912,0,0,0,0,0,0,0,0,0,0
Columbus,IN,39.2093,-85.9183,111895,0,0,0,0,0,0,0,0,0,0
Summerfield,TX,34.7398,-102.5096,44247,0,0,0,0,0,0,0,0,0,0
Huntingdon,PA,40.5,-78.0097,93473,0,0,0,0,0,0,0,0,0,0
Durant,MS,33.0799,-89.8566,78745,0,0,0,0,0,0,0,0,0,0
Mariaville Lake,NY,42.8252,-74.1287,118604,0,0,0,0,0,0,0,0,0,0
Worth,MO,40.4045,-94.4465,79855,0,0,0,0,0,0,0,0,0,0
Wall,SD,43.9914,-102.2422,106761,0,0,0,0,0,0,0,0,0,0
Brownlee,NE,42.2893,-100.6241,50362,0,0,0,0,0,0,0,0,0,0
Gordo,AL,33.3221,-87.904,61230,0,0,0,0,0,0,0,0,0,0
Otsego,MI,42.4576,-85.698,105421,0,0,0,0,0,0,0,0,0,0
Wisconsin Rapids,WI,44.3927,-89.8265,59715,0,0,0,0,0,0,0,0,0,0
North Lakeport,CA,39.0883,-122.9053,45295,0,0,0,0,0,0,0,0,0,0
Jefferson,NY,42.4813,-74.6062,74969,0,0,0,0,0,0,0,0,0,0
Clermont,IA,42.9999,-91.6523,115019,0,0,0,0,0,0,0,0,0,0
Hillsboro,KS,38.3527,-97.1992,83463,0,0,0,0,0,0,0,0,0,0
Durant,IA,41.6011,-90.9138,68214,0,0,0,0,0,0,0,0,0,0
Murphy,ID,43.2121,-116.5485,60152,0,0,0,0,0,0,0,0,0,0
Oronoco,MN,44.1598,-92.5401,58268,0,0,0,0,0,0,0,0,0,0
Granite Hills,CA,32.8033,-116.9056,64161,0,0,0,0,0,0,0,0,0,0
Berwyn Heights,MD,38.9928,-76.9132,95673,0,0,0,0,0,0,0,0,0,0
Rawlings,MD,39.5403,-78.8858,112126,0,0,0,0,0,0,0,0,0,0
Danville,CA,37.8121,-121.9698,119111,0,0,0,0,0,0,0,0,0,0
Gresham Park,GA,33.7053,-84.3155,67236,0,0,0,0,0,0,0,0,0,0
Du Bois,IL,38.2214,-89.2127,57265,0,0,0,0,0,0,0,0,0,0
Wister,OK,34.9696,-94.7212,43086,0,0,0,0,0,0,0,0,0,0
Cleona,PA,40.3385,-76.4771,119509,0,0,0,0,0,0,0,0,0,0
James Town,WY,41.5648,-109.5383,117286,0,0,0,0,0,0,0,0,0,0
Smithville,MO,39.3919,-94.5747,72828,0,0,0,0,0,0,0,0,0,0
Macomb,OK,35.1479,-97.0086,90865,0,0,0,0,0,0,0,0,0,0
Scotland,TX,33.6499,-98.4677,102886,0,0,0,0,0,0,0,0,0,0
Sadler,TX,33.682,-96.8487,113085,0,0,0,0,0,0,0,0,0,0
Union,WV,37.5905,-80.5419,63950,0,0,0,0,0,0,0,0,0,0
Portage,MI,42.2,-85.5906,105310,0,0,0,0,0,0,0,0,0,0
Elgin,TX,30.3526,-97.3883,52360,0,0,0,0,0,0,0,0,0,0
Ferndale,PA,40.2883,-78.9179,90672,0,0,0,0,0,0,0,0,0,0
Stoddard,WI,43.6624,-91.2179,98609,0,0,0,0,0,0,0,0,0,0
Ladonia,AL,32.4609,-85.0877,57806,0,0,0,0,0,0,0,0,0,0
Frontenac,MO,38.6301,-90.419,67412,0,0,0,0,0,0,0,0,0,0
Aldora,GA,33.0508,-84.1758,70451,0,0,0,0,0,0,0,0,0,0
Adams,IN,39.3825,-85.56,51243,0,0,0,0,0,0,0,0,0,0
Hixton,WI,44.3831,-91.0147,111627,0,0,0,0,0,0,0,0,0,0
Lynn,AR,36.0042,-91.2521,119504,0,0,0,0,0,0,0,0,0,0
Worland,WY,44.0025,-107.9544,105030,0,0,0,0,0,0,0,0,0,0
Pleasantville,IN,38.967,-87.2503,101860,0,0,0,0,0,0,0,0,0,0
Bovey,MN,47.2962,-93.4036,75800,0,0,0,0,0,0,0,0,0,0
Glasgow,KY,37.0048,-85.9263,100058,0,0,0,0,0,0,0,0,0,0
Alafaya,FL,28.528,-81.1868,84261,0,0,0,0,0,0,0,0,0,0
Buxton,NC,35.2511,-75.5475,65301,0,0,0,0,0,0,0,0,0,0
Falls Creek,PA,41.1421,-78.8067,58405,0,0,0,0,0,0,0,0,0,0
Eyota,MN,43.9883,-92.2321,91083,0,0,0,0,0,0,0,0,0,0
Ava,IL,37.8886,-89.4965,74307,0,0,0,0,0,0,0,0,0,0
Zebulon,NC,35.8329,-78.3158,87365,0,0,0,0,0,0,0,0,0,0
Redstone,MT,48.8217,-104.9432,51837,0,0,0,0,0,0,0,0,0,0
East Fultonham,OH,39.8477,-82.1225,81128,0,0,0,0,0,0,0,0,0,0
Piney Green,NC,34.7498,-77.3208,66086,0,0,0,0,0,0,0,0,0,0
Hibbing,MN,47.398,-92.9486,56288,0,0,0,0,0,0,0,0,0,0
Crozet,VA,38.0645,-78.6961,65479,0,0,0,0,0,0,0,0,0,0
Touchet,WA,46.0411,-118.6724,84293,0,0,0,0,0,0,0,0,0,0
Angier,NC,35.5116,-78.7402,87691,0,0,0,0,0,0,0,0,0,0
Bullard,TX,32.1451,-95.3196,49336,0,0,0,0,0,0,0,0,0,0
Sweetwater,ID,46.3677,-116.7975,76716,0,0,0,0,0,0,0,0,0,0
Toftrees,PA,40.8249,-77.885,86733,0,0,0,0,0,0,0,0,0,0
Ellensburg,WA,46.9999,-120.5475,48329,0,0,0,0,0,0,0,0,0,0
Ruby,NY,42.0125,-74.0103,68390,0,0,0,0,0,0,0,0,0,0
Dixmoor,IL,41.633,-87.6673,60601,0,0,0,0,0,0,0,0,0,0
Rubicon,WI,43.3371,-88.4525,65251,0,0,0,0,0,0,0,0,0,0
Force,PA,41.2581,-78.5035,40715,0,0,0,0,0,0,0,0,0,0
New Virginia,IA,41.1818,-93.7311,97956,0,0,0,0,0,0,0,0,0,0
Hagerstown,MD,39.6401,-77.7217,60932,0,0,0,0,0,0,0,0,0,0
Babbitt,MN,47.6443,-91.9461,109407,0,0,0,0,0,0,0,0,0,0
South Corning,NY,42.1262,-77.0356,98596,0,0,0,0,0,0,0,0,0,0
Ponca City,OK,36.7235,-97.0677,74084,0,0,0,0,0,0,0,0,0,0
Navarino,WI,44.6109,-88.4934,83082,0,0,0,0,0,0,0,0,0,0
Hazard,KY,37.2584,-83.1977,53382,0,0,0,0,0,0,0,0,0,0
Rossville,KS,39.1358,-95.9496,54708,0,0,0,0,0,0,0,0,0,0
Ryan,OK,34.0213,-97.9541,67424,0,0,0,0,0,0,0,0,0,0
Mentone,AL,34.5655,-85.5846,76189,0,0,0,0,0,0,0,0,0,0
Piperton,TN,35.0512,-89.6091,78596,0,0,0,0,0,0,0,0,0,0
East Spencer,NC,35.6816,-80.4228,109599,0,0,0,0,0,0,0,0,0,0
Vesper,WI,44.4805,-89.9676,51004,0,0,0,0,0,0,0,0,0,0
Topstone,CT,41.2964,-73.4466,44266,0,0,0,0,0,0,0,0,0,0
Benton,IA,40.7047,-94.3608,114116,0,0,0,0,0,0,0,0,0,0
Whitestone,AK,64.1527,-145.9061,60655,0,0,0,0,0,0,0,0,0,0
Lemannville,LA,30.1028,-90.9239,61179,0,0,0,0,0,0,0,0,0,0
Dunthorpe,OR,45.4417,-122.6594,109767,0,0,0,0,0,0,0,0,0,0
Sun Prairie,MT,47.5386,-111.4918,78289,0,0,0,0,0,0,0,0,0,0
Union Hall,VA,37.0206,-79.6837,106332,0,0,0,0,0,0,0,0,0,0
Parkland,PA,40.159,-74.9318,87963,0,0,0,0,0,0,0,0,0,0
Traverse City,MI,44.7546,-85.6038,62432,0,0,0,0,0,0,0,0,0,0
Leoma,TN,35.1582,-87.3464,100887,0,0,0,0,0,0,0,0,0,0
Vázquez,PR,18.0684,-66.2331,66119,0,0,0,0,0,0,0,0,0,0
Scio,OH,40.399,-81.0882,109484,0,0,0,0,0,0,0,0,0,0
Junction City,AR,33.022,-92.7236,80024,0,0,0,0,0,0,0,0,0,0
Sherman,IL,39.8876,-89.6066,69825,0,0,0,0,0,0,0,0,0,0
Farmingdale,NJ,40.1985,-74.1702,74364,0,0,0,0,0,0,0,0,0,0
Newtown,SC,34.4013,-79.3566,68274,0,0,0,0,0,0,0,0,0,0
Dripping Springs,TX,30.196,-98.0938,82771,0,0,0,0,0,0,0,0,0,0
Tremont,PA,40.6302,-76.3912,60011,0,0,0,0,0,0,0,0,0,0
Barney,ND,46.2658,-96.9988,49369,0,0,0,0,0,0,0,0,0,0
Le Grand,CA,37.2288,-120.254,66918,0,0,0,0,0,0,0,0,0,0
Spring Hill,IA,41.4122,-93.6501,50589,0,0,0,0,0,0,0,0,0,0
Hudson Lake,IN,41.7174,-86.5476,58330,0,0,0,0,0,0,0,0,0,0
Montrose,CO,38.4689,-107.859,92161,0,0,0,0,0,0,0,0,0,0
Midland,SD,44.0711,-101.1554,95123,0,0,0,0,0,0,0,0,0,0
Bowman,AR,35.8194,-90.4964,119770,0,0,0,0,0,0,0,0,0,0
Keyes,CA,37.5573,-120.9114,75450,0,0,0,0,0,0,0,0,0,0
Bourg,LA,29.557,-90.6064,65146,0,0,0,0,0,0,0,0,0,0
Delton,MI,42.4951,-85.4117,89250,0,0,0,0,0,0,0,0,0,0
Dry Valley,NV,37.8843,-114.3051,113183,0,0,0,0,0,0,0,0,0,0
Mount Hermon,NJ,40.9227,-74.9961,93749,0,0,0,0,0,0,0,0,0,0
Trapper Creek,AK,62.3189,-150.3965,91397,0,0,0,0,0,0,0,0,0,0
Stanton,NE,41.9471,-97.2171,110210,0,0,0,0,0,0,0,0,0,0
Carter Lake,IA,41.2884,-95.9171,108906,0,0,0,0,0,0,0,0,0,0
Indiana,PA,40.622,-79.1552,107496,0,0,0,0,0,0,0,0,0,0
Harper Woods,MI,42.439,-82.9293,118033,0,0,0,0,0,0,0,0,0,0
New Haven,OH,39.2772,-84.744,53594,0,0,0,0,0,0,0,0,0,0
Lazy Lake,FL,26.1563,-80.1452,90727,0,0,0,0,0,0,0,0,0,0
Utica,MS,32.1061,-90.6221,81196,0,0,0,0,0,0,0,0,0,0
Solana,FL,26.9388,-82.0277,60243,0,0,0,0,0,0,0,0,0,0
Nacogdoches,TX,31.6134,-94.6528,41007,0,0,0,0,0,0,0,0,0,0
Eleva,WI,44.5764,-91.4705,115281,0,0,0,0,0,0,0,0,0,0
Gastonville,PA,40.2669,-80.0095,81787,0,0,0,0,0,0,0,0,0,0
Holy Cross,IA,42.6011,-90.9962,102237,0,0,0,0,0,0,0,0,0,0
Paris,KY,38.2016,-84.2718,73665,0,0,0,0,0,0,0,0,0,0
Towaoc,CO,37.2126,-108.7265,108285,0,0,0,0,0,0,0,0,0,0
Oak Hills,CA,34.391,-117.4123,50283,0,0,0,0,0,0,0,0,0,0
Prien,LA,30.1601,-93.2611,115426,0,0,0,0,0,0,0,0,0,0
University City,MO,38.6657,-90.3315,113781,0,0,0,0,0,0,0,0,0,0
Coshocton,OH,40.2618,-81.848,56901,0,0,0,0,0,0,0,0,0,0
Roosevelt,UT,40.2924,-110.0093,59627,0,0,0,0,0,0,0,0,0,0
Faison,NC,35.1164,-78.136,73539,0,0,0,0,0,0,0,0,0,0
Jane,MO,36.5403,-94.3078,94289,0,0,0,0,0,0,0,0,0,0
Glyndon,MN,46.8709,-96.5784,40511,0,0,0,0,0,0,0,0,0,0
Coalfield,TN,36.0219,-84.4414,55588,0,0,0,0,0,0,0,0,0,0
Goldfield,NV,37.7121,-117.2378,86335,0,0,0,0,0,0,0,0,0,0
Bear Lake,PA,41.9934,-79.5014,77807,0,0,0,0,0,0,0,0,0,0
Hildreth,NE,40.3378,-99.0458,54542,0,0,0,0,0,0,0,0,0,0
Rye Brook,NY,41.0302,-73.6864,105133,0,0,0,0,0,0,0,0,0,0
Schlater,MS,33.6397,-90.3494,98775,0,0,0,0,0,0,0,0,0,0
Ivyland,PA,40.2083,-75.0733,99003,0,0,0,0,0,0,0,0,0,0
Erick,OK,35.2156,-99.8686,46544,0,0,0,0,0,0,0,0,0,0
Carlton,AL,31.343,-87.8378,81304,0,0,0,0,0,0,0,0,0,0
Kearny,AZ,33.0564,-110.9074,100162,0,0,0,0,0,0,0,0,0,0
Eudora,AR,33.119,-91.264,54901,0,0,0,0,0,0,0,0,0,0
Sparks,OK,35.6113,-96.8191,100633,0,0,0,0,0,0,0,0,0,0
Chickasaw,AL,30.7715,-88.0793,60711,0,0,0,0,0,0,0,0,0,0
Posey,CA,35.8039,-118.6787,79877,0,0,0,0,0,0,0,0,0,0
Sauk City,WI,43.2722,-89.7312,101527,0,0,0,0,0,0,0,0,0,0
Elk City,OK,35.3862,-99.4301,41538,0,0,0,0,0,0,0,0,0,0
Ripley,OH,38.7325,-83.8346,61409,0,0,0,0,0,0,0,0,0,0
Kings Point,MT,47.7633,-114.1499,88555,0,0,0,0,0,0,0,0,0,0
Lake Junaluska,NC,35.5305,-82.9749,114716,0,0,0,0,0,0,0,0,0,0
Vivian,WV,37.4172,-81.4923,106287,0,0,0,0,0,0,0,0,0,0
East Gaffney,SC,35.0846,-81.6218,105792,0,0,0,0,0,0,0,0,0,0
Roswell,GA,34.0391,-84.3513,51174,0,0,0,0,0,0,0,0,0,0
Haddam,KS,39.8553,-97.3045,83061,0,0,0,0,0,0,0,0,0,0
Mason,TN,35.4128,-89.5412,49815,0,0,0,0,0,0,0,0,0,0
Buffalo,WV,38.6108,-81.9817,117891,0,0,0,0,0,0,0,0,0,0
Floyd,VA,36.9118,-80.3184,86371,0,0,0,0,0,0,0,0,0,0
Irondale,OH,40.5728,-80.7259,95155,0,0,0,0,0,0,0,0,0,0
St. Francis,AR,36.4556,-90.1428,64054,0,0,0,0,0,0,0,0,0,0
Bruni,TX,27.4282,-98.8322,76294,0,0,0,0,0,0,0,0,0,0
Lake Hamilton,AR,34.4264,-93.0887,50807,0,0,0,0,0,0,0,0,0,0
South Edmeston,NY,42.6854,-75.3113,83193,0,0,0,0,0,0,0,0,0,0
Hawthorne,CA,33.9147,-118.3476,66790,0,0,0,0,0,0,0,0,0,0
Pleasant Valley Colony,MT,47.3379,-111.0449,84560,0,0,0,0,0,0,0,0,0,0
Madison,NJ,40.7586,-74.4169,88200,0,0,0,0,0,0,0,0,0,0
Grant Town,WV,39.559,-80.1771,97399,0,0,0,0,0,0,0,0,0,0
Forestville,MD,38.8518,-76.8708,106395,0,0,0,0,0,0,0,0,0,0
Stillwater,MN,45.0573,-92.8313,77804,0,0,0,0,0,0,0,0,0,0
Shelbyville,MO,39.8072,-92.0404,68325,0,0,0,0,0,0,0,0,0,0
Powers Lake,WI,42.5386,-88.2943,49859,0,0,0,0,0,0,0,0,0,0
St. James,MN,43.9833,-94.6249,44042,0,0,0,0,0,0,0,0,0,0
Ages,KY,36.8569,-83.2426,101491,0,0,0,0,0,0,0,0,0,0
Boston,VA,37.6039,-75.8437,59638,0,0,0,0,0,0,0,0,0,0
Turbeville,SC,33.8895,-80.0161,119763,0,0,0,0,0,0,0,0,0,0
Orleans,NE,40.1317,-99.4551,66654,0,0,0,0,0,0,0,0,0,0
Wolcott,VT,44.5476,-72.4617,84560,0,0,0,0,0,0,0,0,0,0
St. Clairsville,OH,40.0791,-80.8997,105220,0,0,0,0,0,0,0,0,0,0
Griffith,IN,41.5277,-87.4239,94306,0,0,0,0,0,0,0,0,0,0
New Knoxville,OH,40.4947,-84.3151,61387,0,0,0,0,0,0,0,0,0,0
Halstad,MN,47.351,-96.8258,41120,0,0,0,0,0,0,0,0,0,0
Newton,AL,31.3423,-85.5893,108358,0,0,0,0,0,0,0,0,0,0
Donnelly,ID,44.7351,-116.0788,59201,0,0,0,0,0,0,0,0,0,0
Newell,SD,44.7174,-103.4183,110085,0,0,0,0,0,0,0,0,0,0
Century,WV,39.1003,-80.1883,82715,0,0,0,0,0,0,0,0,0,0
Conyers,GA,33.6646,-83.9966,52819,0,0,0,0,0,0,0,0,0,0
Rochelle,TX,31.2232,-99.2066,117916,0,0,0,0,0,0,0,0,0,0
Alpine Northwest,WY,43.1817,-111.0347,68401,0,0,0,0,0,0,0,0,0,0
Jefferson,PA,39.8156,-76.841,108024,0,0,0,0,0,0,0,0,0,0
Repton,AL,31.4096,-87.2394,47386,0,0,0,0,0,0,0,0,0,0
Odem,TX,27.9462,-97.5875,73910,0,0,0,0,0,0,0,0,0,0
Verona,ND,46.3626,-98.0771,117275,0,0,0,0,0,0,0,0,0,0
Shorewood Forest,IN,41.4598,-87.1497,43747,0,0,0,0,0,0,0,0,0,0
Glenwood,MO,40.5243,-92.5766,106108,0,0,0,0,0,0,0,0,0,0
Grafton,VT,43.1706,-72.6084,88338,0,0,0,0,0,0,0,0,0,0
Connell,WA,46.6622,-118.8405,54390,0,0,0,0,0,0,0,0,0,0
McMechen,WV,39.9854,-80.7335,45506,0,0,0,0,0,0,0,0,0,0
Blunt,SD,44.5159,-99.9885,101987,0,0,0,0,0,0,0,0,0,0
Wellston,MI,44.2179,-85.962,75435,0,0,0,0,0,0,0,0,0,0
Apple Mountain Lake,VA,38.9231,-78.1033,54988,0,0,0,0,0,0,0,0,0,0
South Hero,VT,44.6479,-73.3017,42090,0,0,0,0,0,0,0,0,0,0
Bush,IL,37.8427,-89.1295,41872,0,0,0,0,0,0,0,0,0,0
Garza-Salinas II,TX,26.3518,-98.7595,40189,0,0,0,0,0,0,0,0,0,0
Texline,TX,36.3765,-103.0189,64507,0,0,0,0,0,0,0,0,0,0
Johnson Creek,WI,43.0812,-88.7702,81941,0,0,0,0,0,0,0,0,0,0
Reklaw,TX,31.8662,-94.9834,74422,0,0,0,0,0,0,0,0,0,0
Fairgarden,TN,35.8982,-83.4119,107639,0,0,0,0,0,0,0,0,0,0
Beersheba Springs,TN,35.459,-85.6689,66447,0,0,0,0,0,0,0,0,0,0
Ogden,KS,39.1128,-96.7028,45271,0,0,0,0,0,0,0,0,0,0
Luverne,AL,31.7186,-86.2687,55926,0,0,0,0,0,0,0,0,0,0
Cory,IN,39.3823,-87.2058,94497,0,0,0,0,0,0,0,0,0,0
Lindsey,OH,41.4216,-83.221,60311,0,0,0,0,0,0,0,0,0,0
Princeton,NC,35.4671,-78.1613,82719,0,0,0,0,0,0,0,0,0,0
Highland Hills,OH,41.4507,-81.5191,73924,0,0,0,0,0,0,0,0,0,0
West Unity,OH,41.5889,-84.4306,107438,0,0,0,0,0,0,0,0,0,0
Stoy,IL,38.9968,-87.8336,63665,0,0,0,0,0,0,0,0,0,0
Wareham Center,MA,41.7498,-70.7207,86336,0,0,0,0,0,0,0,0,0,0
Robersonville,NC,35.8247,-77.2533,93634,0,0,0,0,0,0,0,0,0,0
Vevay,IN,38.7427,-85.0783,47904,0,0,0,0,0,0,0,0,0,0
Barstow,WA,48.7783,-118.1329,42221,0,0,0,0,0,0,0,0,0,0
Greeley Hill,CA,37.7505,-120.1228,114490,0,0,0,0,0,0,0,0,0,0
Newman Grove,NE,41.7469,-97.7767,108906,0,0,0,0,0,0,0,0,0,0
Coyote,NM,36.1615,-106.6067,77892,0,0,0,0,0,0,0,0,0,0
Wolford,ND,48.4975,-99.7038,91903,0,0,0,0,0,0,0,0,0,0
Overton,TX,32.2759,-94.9726,88591,0,0,0,0,0,0,0,0,0,0
Avon,CO,39.6442,-106.513,56576,0,0,0,0,0,0,0,0,0,0
La Fontaine,IN,40.6739,-85.7222,115019,0,0,0,0,0,0,0,0,0,0
Monument,PA,41.1112,-77.7042,117190,0,0,0,0,0,0,0,0,0,0
Florence,MS,32.1557,-90.1225,70733,0,0,0,0,0,0,0,0,0,0
El Brazil,TX,26.4686,-98.7269,99924,0,0,0,0,0,0,0,0,0,0
Fultonham,OH,39.8557,-82.1408,104367,0,0,0,0,0,0,0,0,0,0
Kokhanok,AK,59.4158,-154.7457,99560,0,0,0,0,0,0,0,0,0,0
Frazer,PA,40.0374,-75.556,74077,0,0,0,0,0,0,0,0,0,0
Riverside,ID,43.1965,-112.4356,89282,0,0,0,0,0,0,0,0,0,0
Verplanck,NY,41.2552,-73.9621,73575,0,0,0,0,0,0,0,0,0,0
Elgin,OR,45.5646,-117.9213,48660,0,0,0,0,0,0,0,0,0,0
Liberty,PA,41.5585,-77.1054,96342,0,0,0,0,0,0,0,0,0,0
Seagrove,NC,35.5391,-79.78,56631,0,0,0,0,0,0,0,0,0,0
Roseburg North,OR,43.2662,-123.3477,40767,0,0,0,0,0,0,0,0,0,0
Tappen,ND,46.8716,-99.6269,105876,0,0,0,0,0,0,0,0,0,0
Swan Valley,ID,43.4445,-111.3287,85517,0,0,0,0,0,0,0,0,0,0
Paris,AR,35.2894,-93.7252,108711,0,0,0,0,0,0,0,0,0,0
Yardley,PA,40.2408,-74.8386,103138,0,0,0,0,0,0,0,0,0,0
Lantana,TX,33.0926,-97.1214,114218,0,0,0,0,0,0,0,0,0,0
Statesville,TN,36.0198,-86.1206,113230,0,0,0,0,0,0,0,0,0,0
Salem,NM,32.7121,-107.2056,91884,0,0,0,0,0,0,0,0,0,0
Burley,WA,47.4166,-122.6377,117339,0,0,0,0,0,0,0,0,0,0
Jackson,MI,42.2431,-84.4038,64504,0,0,0,0,0,0,0,0,0,0
Montrose Manor,PA,40.3063,-75.9873,100659,0,0,0,0,0,0,0,0,0,0
Morton,PA,39.9115,-75.3267,119054,0,0,0,0,0,0,0,0,0,0
Kingston,AR,36.0518,-93.515,45328,0,0,0,0,0,0,0,0,0,0
Shirley,IN,39.891,-85.5799,72743,0,0,0,0,0,0,0,0,0,0
Ponshewaing,MI,45.4208,-84.806,71943,0,0,0,0,0,0,0,0,0,0
East Enterprise,IN,38.8703,-84.989,109865,0,0,0,0,0,0,0,0,0,0
Mehan,OK,36.0457,-96.9401,59118,0,0,0,0,0,0,0,0,0,0
Acomita Lake,NM,35.0658,-107.6165,94777,0,0,0,0,0,0,0,0,0,0
Blue River,CO,39.4362,-106.035,92335,0,0,0,0,0,0,0,0,0,0
Lakewood,IL,39.3235,-88.8981,106972,0,0,0,0,0,0,0,0,0,0
Middleberg,OK,35.1067,-97.7341,105150,0,0,0,0,0,0,0,0,0,0
Silver Hill,MD,38.8392,-76.9367,55123,0,0,0,0,0,0,0,0,0,0
University Park,MD,38.9719,-76.9445,62414,0,0,0,0,0,0,0,0,0,0
Cannelton,IN,37.9106,-86.7377,95685,0,0,0,0,0,0,0,0,0,0
Manteo,NC,35.9014,-75.6609,86309,0,0,0,0,0,0,0,0,0,0
Kittredge,CO,39.6593,-105.3045,61078,0,0,0,0,0,0,0,0,0,0
Melrose Park,PA,40.0618,-75.1318,63259,0,0,0,0,0,0,0,0,0,0
Jerome,AR,33.3988,-91.4697,108083,0,0,0,0,0,0,0,0,0,0
Seneca Gardens,KY,38.2272,-85.6773,51394,0,0,0,0,0,0,0,0,0,0
West,TX,31.8032,-97.0941,111200,0,0,0,0,0,0,0,0,0,0
Wallingford,IA,43.3203,-94.7922,64003,0,0,0,0,0,0,0,0,0,0
Beards Fork,WV,38.0645,-81.2279,110388,0,0,0,0,0,0,0,0,0,0
